INFO:root:nt(name='local', type='', dir=True, name_high_dir='632360')
INFO:root:nt(name='ror2-base-dampcave_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-deathmark_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-deathmark_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-deathprojectile_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-deathprojectile_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-drizzleplayerhelper_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-dronebackup_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-dronebackup_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-drones_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-drones_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-duplicatorlarge_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-duplicatormilitary_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-duplicatorwild_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-duplicator_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-duplicator_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-eclipserun_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-eclipserun_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-eclipseworld_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-eclipseworld_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-eclipseworld_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-electricworm_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-electricworm_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-elementalrings_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-elementalrings_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-elitefire_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-elitefire_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-elitehaunted_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-elitehaunted_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-eliteice_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-eliteice_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-elitelightning_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-elitelightning_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-elitelunar_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-elitelunar_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-eliteonly_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-eliteonly_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-elitepoison_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-elitepoison_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-energizedonequipmentuse_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-energizedonequipmentuse_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-engi_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-engi_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-enigma_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-enigma_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-equipmentbarrel_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-equipmentbarrel_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-equipmentmagazine_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-equipmentmagazine_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-executelowhealthelite_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-executelowhealthelite_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-explodeondeath_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-explodeondeath_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-explosivepotdestructible_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-extralife_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-extralife_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-fallboots_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-fallboots_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-feather_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-feather_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-fireballdash_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-fireballdash_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-fireballsonhit_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-fireballsonhit_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-firework_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-firework_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-flathealth_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-flathealth_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-focusconvergence_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-focusconvergence_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-foggyswamp_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-foggyswamp_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-foggyswamp_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-foggyswamp_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-foggyswamp_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-friendlyfire_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-friendlyfire_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-frozenwall_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-frozenwall_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-frozenwall_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-frozenwall_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-frozenwall_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-fruit_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-fruit_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-fusioncelldestructible_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-gainarmor_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-gainarmor_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-gateway_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-gateway_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-ghostonkill_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-ghostonkill_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-ghost_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-glass_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-glass_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goldchest_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goldchest_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goldgat_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goldgat_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goldonhit_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goldonhit_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goldshores_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goldshores_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goldshores_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goldshores_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goldshores_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-golemplains2_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-golemplains2_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-golemplains2_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-golemplains2_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-golemplains2_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-golemplains_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-golemplains_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-golemplains_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-golemplains_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-golemplains_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-golem_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-golem_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goolake_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goolake_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goolake_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goolake_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-goolake_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-grandparent_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-grandparent_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-gravekeeper_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-gravekeeper_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-greaterwisp_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-greaterwisp_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-hand_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-headhunter_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-headhunter_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-healoncrit_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-healoncrit_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-healthdecay_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-healwhilesafe_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-healwhilesafe_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-heretic_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-heretic_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-hermitcrab_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-hermitcrab_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-hoof_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-hoof_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-huntress_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-huntress_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-icicle_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-icicle_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-igniteonkill_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-igniteonkill_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-impboss_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-impboss_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-imp_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-imp_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-increasehealing_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-increasehealing_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-infusion_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-infusion_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-intro_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-intro_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-intro_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-intro_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-invadingdoppelganger_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-jellyfish_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-jellyfish_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-jetpack_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-jetpack_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-jumpboost_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-jumpboost_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-killelitefrenzy_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-killelitefrenzy_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-knurl_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-knurl_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-laserturbine_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-laserturbine_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lemurianbruiser_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lemurianbruiser_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lemurian_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lemurian_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-levelbonus_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lifestealonhit_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lifestealonhit_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lightningstrikeonhit_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lightningstrikeonhit_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lightning_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lightning_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-limbo_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-limbo_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-limbo_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-limbo_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-limbo_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-loader_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-loader_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-loadingbasic_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-loadingbasic_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-loadingbasic_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-loadingbasic_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lobby_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lobby_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lobby_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lobby_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-logbook_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-logbook_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-logbook_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunarbadluck_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunarbadluck_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunarcauldrons_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunarchest_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunarchest_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunarcoin_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunardagger_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunardagger_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunarexploder_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunarexploder_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunargolem_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunargolem_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunarpotion_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunarrecycler_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-base-lunarrecycler_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
